Prolific_ID,ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,key_resp_relatedness.keys,key_resp_relatedness.rt,key_resp_IsItJoke.keys,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,Correct
67c83488e67b25dcb923d96d,38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,18.3258,left,2.426,right,4.0489,1.0,1.3947,1
67c83488e67b25dcb923d96d,27.0,Sense1,She wasn't expecting me because I came unannounced; she looked surprised.,LOOKED,APPEARED,EXPRESSION,3.0223,right,1.899,right,1.6415,1.0,1.2287,1
67c83488e67b25dcb923d96d,36.0,Sense2,How do you make the bride fast? Take away her food.,FAST,QUICK,HUNGRY,3.9456,left,2.3682,right,2.0067,1.0,1.0789,1
67c83488e67b25dcb923d96d,23.0,Joke,Why did the painting go to jail? Because it was framed,FRAMED,TRAPPED,WOODEN,4.5622,left,1.1446,right,1.2072,1.0,1.1644,0
67c83488e67b25dcb923d96d,39.0,Sense1,The University Student was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,2.8276,left,1.1629,left,1.4032,7.0,1.0968,0
67c83488e67b25dcb923d96d,36.0,Sense1,How do you make the car fast? Take away the brakes.,FAST,QUICK,HUNGRY,3.9941,left,1.2482,left,0.9425,7.0,1.0807,0
67c83488e67b25dcb923d96d,24.0,Joke,The graveyard is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,3.2097,right,2.3716,right,2.5122,1.0,1.2618,0
67c83488e67b25dcb923d96d,6.0,Sense2,The problem with some people is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,3.2893,right,2.6677,right,2.708,1.0,1.2948,1
67c83488e67b25dcb923d96d,22.0,Joke,The skeleton didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,3.7627,left,0.881,left,2.5635,7.0,0.9633,1
67c83488e67b25dcb923d96d,1.0,Sense2,"- Is this safe to eat? 
- Yes, I had it for breakfast",SAFE,BANK,HARMLESS,3.8443,right,1.2764,right,5.038,1.0,1.5128,1
67c83488e67b25dcb923d96d,8.0,Sense2,"The foreman told him to go to the mine. He said: ""that's what you pay me for""",MINE,BELONG,QUARRY,8.012,left,0.9635,right,5.3354,1.0,1.0791,1
67c83488e67b25dcb923d96d,30.0,Joke,"I wondered why the car was getting bigger, and then it hit me.",IT HIT ME,REALISE,STRIKE,2.7587,right,1.1103,left,0.9146,7.0,1.0961,1
67c83488e67b25dcb923d96d,26.0,Joke,I got fired from the calendar factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,5.6242,left,1.495,right,4.0191,1.0,1.9595,0
67c83488e67b25dcb923d96d,2.0,Sense2,The key to a happy life is to stay positive,POSITIVE,STEROIDS,ATTITUDE,2.6624,right,2.0927,right,1.4449,1.0,1.3467,1
67c83488e67b25dcb923d96d,9.0,Sense2,"I don't like people who take my stuff, for example: airport security.",TAKE,SNATCH,USE,3.5078,right,4.2786,left,1.58,7.0,1.0283,0
67c83488e67b25dcb923d96d,38.0,Sense1,"-There is only sea here 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,3.8893,left,3.4375,left,1.4141,7.0,0.8758,0
67c83488e67b25dcb923d96d,35.0,Sense1,The teacher loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,2.5615,left,0.977,right,2.2613,1.0,1.2797,1
67c83488e67b25dcb923d96d,7.0,Sense2,The teacher was fired because she could not control her pupils,PUPILS,STUDENTS,EYES,2.3466,left,1.2291,right,1.5469,1.0,1.0934,1
67c83488e67b25dcb923d96d,40.0,Sense1,Local man arrested: charged with battery,BATTERY,ASSAULT,POWERED,2.8976,right,1.2443,left,1.3732,7.0,1.0798,0
67c83488e67b25dcb923d96d,25.0,Joke,She had a photographic memory but never developed it.,DEVELOPED,IMPROVE,FILM,3.2745,right,3.3947,left,1.1203,7.0,0.8105,1
67c83488e67b25dcb923d96d,21.0,Joke,The calendar was worried. Its days were numbered.,NUMBERED,LIMITED,SEQUENCE,1.6968,left,4.6288,right,4.1369,1.0,1.5966,0
67c83488e67b25dcb923d96d,10.0,Sense2,"-Order in the court! 
-I apologise, I will be silent, your Honour. ",ORDER,ASK,JUDGE,5.5218,right,6.5877,right,3.5709,1.0,1.2303,1
67c83488e67b25dcb923d96d,34.0,Sense1,"I was sick for a long time, I'm all right now.",ALL RIGHT,OK,DIRECTION,3.2466,left,2.3695,right,1.5243,1.0,1.1792,1
67c83488e67b25dcb923d96d,29.0,Joke,"I couldn't figure out how to use the seatbelt, but then it clicked.",IT CLICKED,INSIGHT,SOUND,3.2601,right,1.2623,left,1.2283,7.0,0.996,1
67c83488e67b25dcb923d96d,37.0,Sense1,It's hard for people with neon clothes to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,3.3622,left,1.0787,left,1.1607,7.0,1.4936,0
67c83488e67b25dcb923d96d,4.0,Sense2,"The oven was ready for the pizza, it was wood fired",FIRED,BURN,UNEMPLOYED,6.5368,left,1.2443,right,3.8418,1.0,1.213,1
67c83488e67b25dcb923d96d,31.0,Sense1,"I wanted to learn how to operate the new machine, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,8.4177,left,6.0403,right,2.9121,1.0,1.4605,1
67c83488e67b25dcb923d96d,27.0,Joke,I told her that she was drawing her eyebrows too high; she looked surprised,LOOKED,APPEARED,EXPRESSION,5.258,left,6.23,right,2.6511,1.0,1.362,0
67c83488e67b25dcb923d96d,28.0,Joke,"I used to be a banker, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,1.9471,left,1.1608,right,2.9651,1.0,1.1414,0
67c83488e67b25dcb923d96d,3.0,Sense2,Two cellphones were tested. The reception was fantastic,RECEPTION,SIGNAL,PARTY,2.16,left,1.2768,left,1.8466,7.0,0.8633,0
67c83488e67b25dcb923d96d,33.0,Sense1,I tried to sing a very difficult song but I couldn't nail it.,NAIL IT,SUCCEED,RUST,2.5296,left,1.1795,left,1.4929,7.0,0.8644,0
67c83488e67b25dcb923d96d,5.0,Sense2,Two soldiers in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,3.5121,left,1.645,left,1.9266,6.0,0.7276,0
67c83488e67b25dcb923d96d,32.0,Sense1,"I thought I'd have cashews and almonds in my balanced meal, but that's just nuts",NUTS!,SQUIRREL,CRAZY,3.2103,right,6.008,left,2.4625,6.0,1.3284,0
67c83488e67b25dcb923d96d,31.0,Joke,"I wanted to learn to use the gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,2.8574,left,1.9606,left,5.2395,7.0,1.2447,1
67c83488e67b25dcb923d96d,9.0,Sense1,"I don't like people who take drugs, for example: cocaine addicts",TAKE,SNATCH,USE,3.19,right,1.2259,right,2.4627,1.0,1.4463,1
67c83488e67b25dcb923d96d,12.0,Sense2,"After seeing the woman dressing, the man turned red",DRESSING,NAKED,CAESAR,2.6818,left,5.0626,left,5.4358,7.0,1.0811,0
67c83488e67b25dcb923d96d,2.0,Sense1,Sometimes in sports anti-doping tests are positive,POSITIVE,STEROIDS,ATTITUDE,2.3423,left,1.7818,right,3.1497,1.0,2.1606,1
67c83488e67b25dcb923d96d,36.0,Joke,How do you make the turtle fast? Take away its food.,FAST,QUICK,HUNGRY,3.5913,left,1.2322,right,2.5296,1.0,1.0783,0
67c83488e67b25dcb923d96d,14.0,Sense2,"I heard he wanted a roll for lunch, I went to the bakery",ROLL,BREAD,SUCCESS,2.9759,left,2.3816,left,1.024,7.0,1.1103,0
67c83488e67b25dcb923d96d,18.0,Sense2,Why was the convict arrested? For holding up a bank,HOLDING UP,FASTEN,ROB,3.4927,left,3.9921,right,1.6172,1.0,1.0786,1
67c83488e67b25dcb923d96d,10.0,Sense1,"-Order in the cafeteria 
-Ham and cheese on rye, please. ",ORDER,ASK,JUDGE,4.4857,right,5.1609,right,4.1905,1.0,2.1102,1
67c83488e67b25dcb923d96d,15.0,Sense2,"I asked the librarian for books about cooking. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,5.6865,right,0.8295,right,6.0241,1.0,2.4261,1
67c83488e67b25dcb923d96d,17.0,Sense2,Secret agents don't date because they don't want to give away their covers,COVERS,DUVET,IDENTITY,3.4083,right,2.0469,right,3.5304,1.0,1.1963,1
67c83488e67b25dcb923d96d,34.0,Joke,"I lost my left hand in an accident, I'm all right now.",ALL RIGHT,OK,DIRECTION,3.0768,left,3.3307,right,3.8362,1.0,1.231,0
67c83488e67b25dcb923d96d,33.0,Joke,I tried to be a carpenter but I couldn't nail it.,NAIL IT,SUCCEED,RUST,1.908,left,1.9149,right,1.7238,2.0,1.2975,0
67c83488e67b25dcb923d96d,1.0,Sense1,"- Is this safe locked? 
- No, I left it open on purpose",SAFE,BANK,HARMLESS,3.7718,right,1.8262,right,2.5962,1.0,1.6612,1
67c83488e67b25dcb923d96d,39.0,Joke,Humpty Dumpty was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,5.018,left,1.046,left,6.0218,6.0,0.8126,1
67c83488e67b25dcb923d96d,40.0,Joke,Energizer bunny arrested: charged with battery,BATTERY,ASSAULT,POWERED,2.4118,right,0.879,left,2.591,7.0,0.9807,1
67c83488e67b25dcb923d96d,19.0,Sense2,The actor ran from left to right: he was going across the stage,STAGE,THEATER,PHASE,2.6947,left,6.9392,left,1.8906,7.0,0.9617,0
67c83488e67b25dcb923d96d,5.0,Sense1,Two fish in a tank. One says: When do you think we'll get fed?,TANK,WAR,WATER,2.8867,right,6.8922,left,1.26,6.0,0.8973,0
67c83488e67b25dcb923d96d,32.0,Joke,"I thought about going on an all-almond diet, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,6.7763,left,3.7745,left,4.9374,7.0,1.0117,1
67c83488e67b25dcb923d96d,11.0,Sense2,The circus hires clowns because they are funny,FUNNY,WEIRD,LAUGHTER,3.0098,right,0.9276,left,3.0862,7.0,1.1803,0
67c83488e67b25dcb923d96d,3.0,Sense1,Two friends got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,1.8111,right,1.1127,right,4.1406,2.0,1.3641,1
67c83488e67b25dcb923d96d,38.0,Joke,"-This coffee tastes like mud 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,2.5527,right,2.2283,left,5.3721,7.0,0.813,1
67c83488e67b25dcb923d96d,35.0,Joke,The communist loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,2.3639,left,1.5309,left,2.4099,6.0,0.7612,1
67c83488e67b25dcb923d96d,16.0,Sense2,You can't breathe on the moon because there's no atmosphere,ATMOSPHERE,LIVELY,OXYGEN,2.0285,right,4.1623,left,2.0705,6.0,0.8633,0
67c83488e67b25dcb923d96d,4.0,Sense1,"The lawyer was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,2.281,right,1.3134,right,4.2762,1.0,1.1128,1
67c83488e67b25dcb923d96d,7.0,Sense1,The woman was cross-eyed because she could not control her pupils,PUPILS,STUDENTS,EYES,2.8122,left,2.5112,right,6.939,1.0,1.063,1
67c83488e67b25dcb923d96d,13.0,Sense2,The bank had to fire a few employees because it had too many tellers,TELLERS,GOSSIP,CASHIER,3.9405,right,0.9107,right,1.9473,1.0,1.5264,1
67c83488e67b25dcb923d96d,37.0,Joke,It's hard for leopards to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,2.015,left,0.7989,right,1.4112,1.0,1.4279,0
67c83488e67b25dcb923d96d,20.0,Sense2,Mac users get fewer viruses because they don't have Windows,WINDOWS,COMPUTER,GLASS,2.9738,left,1.2316,right,1.7257,1.0,1.1466,1
67c83488e67b25dcb923d96d,8.0,Sense1,I told her I was going to make her mine. She loved the idea of marrying me,MINE,BELONG,QUARRY,2.9093,left,0.8151,right,1.2135,1.0,1.5758,1
67c83488e67b25dcb923d96d,6.0,Sense1,The problem with thieves is that they always take other people's things,TAKE,STOLEN,PERSPECTIVE,3.1782,left,0.9621,right,1.478,1.0,1.2459,1
5de7900ceb1b0a6fe754b2c6,2.0,Joke,The key to excel in sports is to stay positive,POSITIVE,STEROIDS,ATTITUDE,8.9756,right,1.8028,right,1.5669,1.0,5.212,0
5de7900ceb1b0a6fe754b2c6,1.0,Joke,"- Is this safe to eat?
- No, it's for storing valuable objects",SAFE,BANK,HARMLESS,6.5089,right,1.754,right,1.1994,1.0,3.2685,0
5de7900ceb1b0a6fe754b2c6,15.0,Sense1,"I asked the chief about the spies. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,7.4031,right,1.9738,right,1.316,1.0,3.4368,1
5de7900ceb1b0a6fe754b2c6,10.0,Joke,"-Order in the court!
-Ham and cheese on rye, your Honour.",ORDER,ASK,JUDGE,3.4171,right,1.286,left,1.0854,2.0,4.501,1
5de7900ceb1b0a6fe754b2c6,22.0,Sense2,Jellyfish can't digest food internally. They don't have guts,GUTS,COURAGE,ORGANS,4.3013,right,1.9164,right,1.1121,1.0,3.6968,1
5de7900ceb1b0a6fe754b2c6,20.0,Sense1,Prisoners don't get enough light because they don't have windows,WINDOWS,COMPUTER,GLASS,4.0238,right,1.1371,right,0.9912,1.0,1.8809,1
5de7900ceb1b0a6fe754b2c6,24.0,Sense2,The square is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,4.667,right,1.7027,right,1.3319,1.0,2.0646,1
5de7900ceb1b0a6fe754b2c6,7.0,Joke,The teacher's eyes were crossed because she could not control her pupils,PUPILS,STUDENTS,EYES,4.4048,left,1.389,right,0.8575,1.0,1.4722,0
5de7900ceb1b0a6fe754b2c6,4.0,Joke,"Joan d'Arc was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,4.3457,right,2.271,left,1.2666,4.0,1.7472,1
5de7900ceb1b0a6fe754b2c6,21.0,Sense2,The calendar was useful. Its pages were numbered.,NUMBERED,LIMITED,SEQUENCE,6.5833,right,1.9155,left,1.1271,3.0,1.9022,0
5de7900ceb1b0a6fe754b2c6,6.0,Joke,The problem with kleptomaniacs is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,4.702,right,2.2037,left,1.3153,2.0,2.2737,1
5de7900ceb1b0a6fe754b2c6,28.0,Sense2,"I used to make money off my savings, but I lost the interest",INTEREST,ENTHUSIASM,EARNINGS,3.8665,right,1.3496,left,1.6672,5.0,2.2379,0
5de7900ceb1b0a6fe754b2c6,13.0,Sense1,The receptionist considered himself a teller of hard truths,TELLERS,GOSSIP,CASHIER,3.6131,right,1.6163,right,0.9789,2.0,1.7483,1
5de7900ceb1b0a6fe754b2c6,5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,4.2343,left,1.4075,left,1.4572,5.0,1.5955,1
5de7900ceb1b0a6fe754b2c6,11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,3.5163,right,1.5801,right,4.7597,3.0,1.3944,1
5de7900ceb1b0a6fe754b2c6,17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,3.283,left,0.8608,right,0.8201,1.0,1.5395,1
5de7900ceb1b0a6fe754b2c6,29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,6.2694,right,2.3508,left,1.2376,5.0,1.3628,0
5de7900ceb1b0a6fe754b2c6,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,4.3872,left,1.5977,left,2.2504,4.0,0.5591,0
5de7900ceb1b0a6fe754b2c6,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,4.6488,left,1.022,right,0.8685,2.0,1.239,1
5de7900ceb1b0a6fe754b2c6,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,3.0062,right,1.4004,left,0.9131,5.0,1.0568,1
5de7900ceb1b0a6fe754b2c6,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,7.2987,right,0.707,right,0.8911,1.0,1.649,0
5de7900ceb1b0a6fe754b2c6,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,2.8877,right,3.0233,right,6.6293,1.0,1.4952,1
5de7900ceb1b0a6fe754b2c6,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,3.7341,right,1.2238,right,2.9657,2.0,1.3316,1
5de7900ceb1b0a6fe754b2c6,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,3.9026,left,1.6692,right,0.9507,2.0,1.1682,1
5de7900ceb1b0a6fe754b2c6,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,2.3069,right,1.0666,right,1.5305,1.0,1.3893,1
